zho,eng,jaccard
"公司通过优化产品结构、提升产品质量和服务水平等方式，增强商用车市场的竞争力
","The company is increasing its competitiveness in the commercial vehicle market by optimizing product structure, improving product quality and service equality.",0.7777777777777778
"在自主研发方面，东风汽车实施了“跃动工程”
","In terms of autonomous development, East Wind Car has implemented a jumping engineered boom.",0.75
"公司通过加强自主研发团队建设、加大研发投入等方式，提升自主研发能力和水平
","The company is improving its R&D capabilities and levels by building more autonomous R&D teams, increasing R&D inputs, and more.",0.75
"同时，东风汽车还注重技术创新和成果转化，将研发成果转化为实际生产力，推动公司的快速发展
","At the same time, East Wind Automotive is also focusing on technological innovation and transformation of results, transforming R&D results into actual productivity, and driving the company's rapid development.",1.0
"在新能源领域，东风汽车实施了“跃迁行动”
","In the field of new energy, East Wind Car has implemented a jump-start action plan.",0.75
"公司通过加大新能源汽车的研发和生产投入，推动新能源汽车产业的快速发展
",The company is promoting the rapid development of the new energy vehicle industry by increasing its R&D and production investment in new energy vehicles.,0.6666666666666666
"不断引进和吸收先进技术和管理经验，提升新能源汽车的技术水平和市场竞争力
",The company is continuously introducing and absorbing advanced technology and management experience to improve the technical level and market competitiveness of new energy vehicles.,0.5555555555555556
"深化改革创新是东风汽车发展的动力源泉
",Deep reform and innovation are the driving force behind the development of East Wind vehicles.,0.5
"在激烈的市场竞争中，东风汽车深知只有不断改革和创新，才能保持企业的竞争力和活力
","In the face of fierce market competition, East Wind Motor knows that only constant reform and innovation can keep the company competitive and dynamic.",0.7
"因此，公司实施了一系列深化改革创新的举措，激发了发展活力，提高了组织运营效率
","As a result, the company has implemented a series of initiatives to deepen reform and innovation, stimulating growth and improving operational efficiency.",0.75
"深化改革创新，激发发展活力随着全球化的深入发展，东风汽车也积极拓展海外市场，提升全球影响力
",The company is also actively expanding its overseas market and increasing its global influence.,0.4
"公司通过与多家全球头部企业的合作和交流，不断引进和吸收先进技术和管理经验，提升自身的国际竞争力
","The company has been increasing its international competitiveness through its collaboration and exchanges with several of the world's leading companies, continuously introducing and absorbing advanced technology and management experience.",0.6363636363636364
"同时，东风汽车还加强海外市场的布局和拓展，推动产品在全球市场的销售和服务
","At the same time, East Wind Motor also strengthens its overseas market layout and expansion, driving sales and service of its products in global markets.",0.7
"目前，东风汽车的产品已经覆盖全球多个国家和地区，赢得了广泛的市场认可和用户好评
","Currently, East Wind's products have been sold in many countries and regions around the world, gaining wide market recognition and user appreciation.",0.6666666666666666
"在品牌建设过程中，东风汽车还注重提升产品质量和服务水平
","In the process of building the brand, East Wind also focuses on improving the quality of products and service levels.",0.6
"公司通过引进先进的管理理念和技术手段，不断优化生产流程和质量管理体系，确保产品质量的稳定性和可靠性
",The company continuously optimizes production processes and quality management systems to ensure the stability and reliability of product quality by introducing advanced management concepts and techniques.,0.75
"同时，东风汽车还加强售后服务体系建设，为用户提供更加便捷、高效的服务体验
","At the same time, East Wind also strengthened the after-sales service system to provide users with a more convenient and efficient service experience.",0.875
"这些举措的实施，不仅提升了用户对东风品牌的满意度和忠诚度，也为东风汽车在全球市场的竞争提供了有力保障
","The implementation of these initiatives has not only increased the satisfaction and loyalty of the users to the East Wind brand, but also provided strong guarantees for the competitiveness of East Wind in the global market.",0.7
"为了提升品牌知名度，东风汽车举办了一系列重大活动
","In order to increase the brand's reputation, East Wind Motor has organized a series of major events.",0.6666666666666666
"如新车下线庆典、科技创新周等，这些活动不仅展示了东风汽车的实力和技术成果，也增强了用户对东风品牌的认知和信任
","New car launches, technology innovation week and more, not only showcase the power and technological achievements of the East Wind, but also increase the awareness and trust of the East Wind brand.",0.6363636363636364
"同时，东风汽车还积极登上主流媒体舞台，通过广告宣传、公益活动等方式，扩大品牌影响力，让更多人了解并认可东风品牌
","At the same time, East Wind Cars is also actively taking the mainstream media stage, expanding its brand influence through advertising, public interest activities, and more people to understand and recognize East Wind.",0.8181818181818182
"
",The first is,0.25
"  为此，有关部门将开展规划实施监督，强化对严守空间安全底线等的监督检查，坚决维护规划的权威性和严肃性；健全国土空间规划实施监测评估预警机制和优化调整机制，加强规划定期体检和五年评估，根据体检评估结果，结合国民经济和社会发展规划，适时对规划进行优化调整，积极适应经济社会发展的新需求
","To this end, relevant departments will implement planning and implementation of supervision, strengthen supervision inspections of the strictly observed baseline of space security, and strongly maintain the authority and seriousness of the planning; implement monitoring assessment pre-warning mechanisms and optimized adjustment mechanisms for the national geospatial planning; strengthen the planning of regular medical examinations and five-year assessments, based on the results of medical examinations, and combine the national economic and social development plan with timely optimization of the planning adjustments, and actively adapt to the new needs of economic and social development.",0.07692307692307693
"  自然资源部有关负责人强调，要强化规划权威
",The Ministry of Natural Resources's relevant heads stressed the need to strengthen planning authority.,0.125
"规划一经批复，任何部门和个人不得随意修改、违规变更，防止出现换一届党委和政府改一次规划
","The plan, once criticized, must not be modified or altered by any department or individual to prevent another Party Committee or Government from changing the plan.",0.7
"下级国土空间规划要服从上级国土空间规划，相关专项规划、详细规划要服从总体规划；坚持先规划、后实施，不得违反国土空间规划进行各类开发建设活动；坚持“多规合一”，不在国土空间规划体系之外另设其他空间规划
","Sub-national space planning must obey the upper-national space planning, special planning and detailed planning must obey the overall planning; adhere to pre-planning and post-implementation, must not violate the national space planning for development and construction activities; adhere to the multi-discipline, and not to alternative space planning other than the national space planning system.",0.5833333333333334
"  此外，规划将统筹农业、生态、城镇空间，完善城镇体系和村庄布局，完善城市功能结构和空间布局，协调产业布局、综合交通、设施配置和土地使用，统筹水利、能源、环境、通信、国防等基础设施以及城乡公共服务设施布局等
","In addition, the plan will include the consolidation of agricultural, ecological, town space, improvement of town and village layout, improvement of urban functional and spatial layout, coordination of industrial layout, integrated transportation, facility allocation and land use, consolidation of water, energy, environment, communications, defense, and infrastructure, as well as urban and rural public service facilities.",0.04
"加强规划与土地政策融合，统筹增量和存量空间，大力盘活存量空间，科学有序推进低效用地再开发和土地综合整治，加强地上地下空间一体化规划和利用，推动土地利用提质增效，为城市转型发展和有机更新提供新动能
","Strengthen planning and land policy integration, consolidate growth and storage space, intensify the use of live storage space, advance scientifically the efficient development of inefficient land and land integrated rehabilitation, strengthen the integration of land and underground space planning and utilization, promote the increased efficiency of land use, and provide renewable energy for urban transformation and organic renewal.",0.5384615384615384
"  据介绍，本轮规划将严格落实国家和省级国土空间规划下达的耕地和永久基本农田、生态保护红线、城镇开发边界三条控制线，将其作为调整经济结构、规划产业发展、推进城镇化不可逾越的红线
","The three lines of control for the development of the border between towns and cities will be implemented strictly in the national and provincial national land and land plans, including the land and permanent basic agricultural land, the Red Line of Ecological Protection and the Red Line of Urban Development.",0.1
"同时加强区域协同，发挥超大特大城市的区域发展引擎作用，引领形成多中心、网络化、开放式、集约型的区域发展格局，促进形成以城市群、都市圈为主要形态的新型城镇化格局，构建支撑新发展格局的主体功能明显、优势互补、高质量发展的国土空间体系
","At the same time, regional cooperation is strengthened, and regional development engines of super-large cities are played, leading the formation of a multi-centric, networked, open, and concentrated regional development pattern, promoting the formation of new urbanisation patterns that are the main form of urban groups and urban circles, and building a system of land spaces that supports the main features of the new development pattern, with distinct advantages, complementarities and high-quality development.",0.25925925925925924
"
",The first is,0.25
"　　在本次人文对话交流会上，新华社国家高端智库发布了《以文明交流互鉴推动人类文明发展进步》智库报告
","At the Human Dialogue Exchange, the National High-End Think tank of Xinhua Agency released the Human Dialogue and Civilization Exchange Report on the Progress of Human Civilization.",0.1111111111111111
"　　日中协会会长野田毅、日中友好议员联盟干事长近藤昭一、东京广播公司董事长佐佐木卓等日方嘉宾在致辞中表示，在当前国际形势下，日中双方应进一步加强对话和人文交流，两国媒体智库在促进相互理解和交流方面发挥着至关重要的作用，希望以此次对话交流会为契机，加深和拓展日中媒体智库间的合作，推动两国关系改善发展
","In a speech, Japanese guests such as the Chairman of the Japan-China Association, Shōjo Kido, Chairman of the Union of Friends of Parliamentarians of Japan, and Chairman of Tokyo Broadcasting Corporation, Sazo Jukujo, said that in the current international situation, the two sides should further strengthen dialogue and human exchange, and that the two media think tanks play a crucial role in promoting mutual understanding and exchange, and hope to use this dialogue as an opportunity to deepen and expand cooperation between the Japanese media think tanks to promote the development of bilateral relations.",0.041666666666666664
"
",The first is,0.25
"  生命的力量，是患者与医者共同书写的奇迹
",The power of life is a miracle written by patients and doctors together.,0.125
"面对前行道路上的荆棘，只要心中有光，脚下有路，生命的奇迹就永远不会停止绽放
","The thorn in the side of the road that leads to the future, as long as there is light in the heart, a path under the feet, the miracles of life will never cease to flow.",0.4
"
",The first is,0.25
"在深化改革创新的推动下，东风汽车不断激发发展活力，提高组织运营效率
","With the push for deepening reform and innovation, East Wind Cars continues to stimulate the dynamism of development and improve the efficiency of organizational operations.",0.7777777777777778
"公司通过加强自主研发、优化产品结构、拓展海外市场等方式，不断提升自身的竞争力和市场地位
","The company has been continuously improving its competitiveness and market position by strengthening its autonomous R&D, optimizing its product structure, expanding its overseas markets, and more.",0.6666666666666666
"同时，东风汽车还注重人才培养和团队建设，打造了一支高素质、专业化的队伍
","At the same time, East Wind also focuses on talent development and team building, creating a high-quality, professional team.",0.875
"这支队伍以创新的思维和严谨的态度，通过自身努力，持续推动东风汽车的发展壮大
","The team, with its innovative thinking and rigorous approach, continues to drive the development of East Wind through its own efforts.",0.7777777777777778
"（文/刘牧平）除了以上四个方面的“跃”系列行动外，东风汽车还注重深化内部管理改革和创新
","In addition to the four-part Jump-Up series of actions, East Wind also focuses on deepening internal management reform and innovation.",0.7777777777777778
"公司通过优化组织架构、完善治理体系、加强人才培养和团队建设等方式，提高组织运营效率和管理水平
","The company improves its operational efficiency and management by optimizing its organizational structure, improving governance, strengthening talent and team building.",0.7
"同时，东风汽车还注重企业文化建设和价值观引领，营造积极向上的企业氛围和文化环境
","At the same time, East Wind Automobile also focuses on building corporate culture and values to lead, creating a positive corporate atmosphere and cultural environment.",1.0
"在零部件领域，东风汽车实施了“跃创工程”
","In the area of parts, East Wind Car has implemented a leapfrog engineering project.",0.7142857142857143
"公司通过加强零部件的研发和生产投入、优化供应链管理等方式，提高零部件的质量和性能
","The company has improved the quality and performance of its parts by strengthening its R&D and production inputs, optimizing supply chain management and other ways.",0.7777777777777778
"同时，东风汽车还注重零部件的国际化发展，推动零部件在全球市场的销售和服务
","At the same time, East Wind also focuses on the international development of parts, promoting the sale and service of parts in global markets.",0.7
"在商用车领域，东风汽车实施了“跃升工程”
","In the commercial vehicle sector, East Wind Cars has implemented a leap-and-leap engineering pipeline.",0.8571428571428571
"公司通过优化产品结构、提升产品质量和服务水平等方式，增强商用车市场的竞争力
","The company is increasing its competitiveness in the commercial vehicle market by optimizing product structure, improving product quality and service equality.",0.7777777777777778
"
",The first is,0.25
"　　采访中，不少黄金店铺的负责人告诉记者，春节后受黄金价格走高影响，店里的客流量和黄金饰品的销量都出现了大幅增长
","In an interview, the head of several gold shops told reporters that after the Spring Festival, the price of gold was high, and the sales of the store's customers and gold jewellery increased significantly.",0.07142857142857142
"而与之形成鲜明对比的是，金店的金条回收业务并没有出现明显上涨，总体保持平稳
","In contrast, the gold bars recycling business in the gold store has not seen a significant increase and has remained stable overall.",0.8571428571428571
"
",The first is,0.25
"  免去赵昌华的司法部副部长职务；免去朱咏雷的国家广播电视总局副局长职务；免去胡劲军的中央广播电视总台副台长职务；免去郝军辉的国家消防救援局政治委员职务
",The post of Deputy Minister of Justice in Guangzhou; the post of Deputy Director of the National Broadcasting Television Headquarters in Zhuzhou; the post of Deputy Director of the Central Broadcasting Television Headquarters in Huizhou; the post of Political Commissioner of the National Fire Rescue Office in Zhuzhou;,0.1
"  任命吴言军为司法部副部长；任命刘建国为国家广播电视总局副局长；任命张勇为国家疾病预防控制局副局长
",Appointment of Yuen-Jin as Deputy Minister of Justice; Appointment of Liu Jing-dong as Deputy Director of the National Broadcasting and Television Directorate; Appointment of Zhang Yong as Deputy Director of the National Agency for Disease Prevention and Control.,0.1
"  国务院任免国家工作人员
",The State Council is exempting state staff.,0.2
"
",The first is,0.25
"　　“施压、胁迫和威胁不是同中国打交道的正确方式，相互尊重是基本前提
","Pressure, coercion and threats are not the right way to deal with China, and mutual respect is a basic prerequisite.",0.1111111111111111
"中方敦促美方纠正错误做法，回到通过平等磋商解决各自关切的正确轨道
",China urges the US to correct its mistakes and return to the right path to address its concerns through equal consultation.,0.5454545454545454
"”林剑说
",The Sword of the Jungle says:,0.3333333333333333
"
",The first is,0.25
"  中央驻港机构、香港特区政府、驻港中资机构及香港各界代表参加了当天的开通仪式
","Representatives from the Central Bank of Hong Kong, the Hong Kong Special Administrative Region, the Central Bank of Hong Kong and Hong Kong participated in the opening ceremony.",0.1111111111111111
"  同日，“国社之镜·世纪光影”新华社新闻摄影展在香港举行
","On the same day, the Xiaoyuan Media Company's Mirror, Century Shadow and Xiaoyuan Media Company News Photography exhibition was held in Hong Kong.",0.2
"这些新华社摄影精品生动展现了新中国成立以来的历史变迁和伟大成就
",These photos from the Xinhua Agency showcase the historical changes and great achievements that have taken place since the founding of the new China.,0.42857142857142855
"开通仪式后，嘉宾们共同参观了摄影展
","After the opening ceremony, guests visited the photography exhibition together.",0.8
"  新华社客户端是海内外受众了解中国故事的“掌上门户”
",The Chinese news agency's client is a door-to-door audience that understands the Chinese story.,0.125
"此次上线开通的新华社客户端亚太频道，设有焦点、港澳、镜观、访谈等栏目，向广大受众提供高质量新闻信息服务，深入阐释中国理念、中国主张、中国方案，向受众展示真实、立体、全面的中国
","The Chinese-language Asia-Pacific channel, which is a Chinese-language client channel, with focus, Hong Kong, mirror images, interviews, and more, offers high-quality news information services to a wide audience, provides in-depth explanations of Chinese ideas, Chinese claims, and Chinese programs, and shows the audience the real, trivial, and holistic China.",0.7
"  中央人民政府驻香港特别行政区联络办公室秘书长王松苗表示，新华社是国家通讯社和具有全球影响力的世界级媒体，长期以来赢得了国内外受众的广泛赞誉
","Wang Tsun-mi, Secretary-General of the Liaison Office of the Central People's Government in Hong Kong's Special Administrative Region, said that Xinhua is a national news agency and a world-class media with global influence that has long won wide acclaim from audiences at home and abroad.",0.06666666666666667
"相信新华社客户端亚太频道必将成为服务国家大局、赋能由治及兴、讲好香港故事、传播中国声音、树立中国形象的又一重要平台
","I believe that the Asia-Pacific Channel, a Chinese company's client, will become a major national service, empowering governments and people to tell Hong Kong stories, spread Chinese voices, and build a Chinese image.",0.9
"  香港特别行政区政府政务司司长陈国基表示，新华社拥有遍布全球的新闻网络，一直通过客观、公正的报道，让世界了解国家和香港的真实面貌和最新发展
","Chen Zhengqi, head of the Hong Kong Special Administrative Region's government department, said Xinhua had a global news network that has been providing objective and fair reporting to the world about the real face and latest developments in the country and Hong Kong.",0.06666666666666667
"期待香港社会各界与新华社继续携手同行，更全面地向世界展示“一国两制”的辉煌成就和独有魅力
",I look forward to Hong Kong's society working with the Chinese company to show the world more fully the unique charm and achievements of the two-piece Chinese brand.,0.46153846153846156
"  在香港举行的开通仪式上，新华通讯社社长傅华指出，新华社愿以客户端亚太频道上线为契机，持续创新传播方式，用心用情向世界宣介好习近平新时代中国特色社会主义思想的真理力量，展现好进一步全面深化改革、推进中国式现代化的万千气象，反映好香港全力拼经济、谋发展、惠民生、添幸福的丰硕成果，报道好中国与地区国家推动构建亚太命运共同体、努力开创亚太发展新时代的进展成效，让全世界都能听到并听清我们的声音
","At the opening ceremony in Hong Kong, Xinhua News Agency Director Liu Hua noted that Xinhua is willing to use its customer-oriented Asia-Pacific channel as an opportunity to continue to innovate and spread the message, to spread the truth of the Chinese socialist ideology of Xi Jinping's new era to the world, to further deepen the comprehensive reforms, to advance the millennium of Chinese modernity, to reflect Hong Kong's rich achievements in economic endeavour, development, prosperity and prosperity, to report on China and the countries of the region promoting the construction of the Asia-Pacific Fate Community, and to work to bring about the progress of the new era of Asian development, so that the world can hear and hear our voices.",0.037037037037037035
"
",The first is,0.25
"  中国地质科学院地质研究所离子探针中心名誉主任刘敦一说，关于月球起源，有一种假说称，月球是早期地球受到行星尺度撞击后分离的碎块凝聚形成，没有经历过板块运动、风化等改造，能记录自其形成以来的完整演化历史
","Dr. Dong, director emeritus of the Center for Ion Tonsil at the Institute of Geological Sciences of the Chinese Academy of Geosciences, said that about the moon's origin, there is a hypothesis that the moon was formed by the clumping of fragments of the early Earth that were separated by planetary impact, without having undergone any transformation such as plate movement, winds, and can record the complete evolutionary history since its formation.",0.07692307692307693
"相关研究可以为月球、地球甚至太阳系的早期演化的研究提供线索，为世界带来更多新知
","The research that has been done on this topic can provide clues to the early evolution of the moon, the earth, and even the solar system, and bring more new insights to the world.",0.8181818181818182
"  下一步，研究团队还将开展月球与太阳系早期撞击事件和月球深部物质等方面的研究
",The team will also be conducting research on the Moon and early solar system impacts and deep lunar matter.,0.1111111111111111
"  对月背玄武岩中铅同位素的研究还揭示，月球的正面和背面在岩浆洋结晶后的演化过程存在差异
",Studies of the isotope of the moon's backbone in basalt rock also reveal that there are differences in the evolutionary processes of the moon's front and back after the crystallization of the lava.,0.09090909090909091
"而大型撞击会使月球铅同位素组成产生变化，研究团队由此判断，形成月背南极-艾特肯盆地的巨大撞击，可能改造了该区域月幔的物理化学性质，导致如今月球正面和背面呈现出显著的差异
","Large impacts would alter the composition of the Moon's isotope, and the team concluded that a massive impact on the Antarctic-Attic Basin behind the Moon could have altered the physical and chemical properties of the region's lunar mantle, causing significant differences in the front and back of the Moon.",0.75
"
",The first is,0.25
"  俄罗斯政治学者叶夫根尼·明琴科认为，伊斯坦布尔会谈主要是为了解决两国大使馆和领事工作中长期累积的技术问题，恢复外交机构正常运转需要时间，其中关键是恢复签证制度、解决房产问题和恢复使领馆数量
","According to Russian political scholar Yevgeny Minchenko, the talks in Istanbul are mainly about solving the long-term technical problems accumulated between the two countries' embassies and consulates, and restoring the diplomatic institutions to normal functioning, which is key to the resumption of the visa system, the resolution of property problems and the resumption of the number of consulates.",0.0625
"俄政治学者谢尔盖·马尔科夫说，此次会谈不涉及乌克兰问题的具体解决方案，而是针对性解决领事工作问题，这项工作技术性强且较为复杂，双方尚需时间做出最后决定
","Russian political scientist Sergei Markov said that the talks did not involve a specific solution to the Ukrainian issue, but a targeted solution to the consular work, which is technically strong and more complex and requires time for both sides to make a final decision.",0.5294117647058824
"
",The first is,0.25
"  《通知》还提到，进一步加强县域充换电设施与农村公路等交通基础设施及其沿线配套设施的衔接，拓展应用场景，并统筹考虑新增公共充换电设施与既有设施的空间布局，避免重复建设，有效提升利用率
","The notification also mentioned that further strengthening the connection of the county's charging facilities to transport infrastructure such as rural roads and alongside support facilities, expanding the application scenario, and taking into account the overall consideration of new public charging facilities and the spatial layout of existing facilities to avoid rebuilding and effectively increase utilization.",0.07692307692307693
"试点县可研究适当增加电动重卡充换电设施，支持重卡加快电动化
",Pilot counties can study the appropriate increase in electric heavy-duty charging facilities to support heavy-duty electrification.,0.7777777777777778
"（记者刘垠）  依据《通知》，中央财政奖励资金专项用于支持县域充换电设施补短板试点工作，由地方统筹用于支持试点县公共充换电设施建设、运营，配电网改造以及能源信息管理等相关支出，不得用于其他国家级充换电设施建设应用推广或试点示范等项目支持下的集中式公共充换电场站建设、集中式专用充换电场站建设、社区公共充换电设施共享，以及充换电网络建设运营等工作
","(Reporter: J.M.) According to the notification, the special financial incentive funds for the Central Financial Aid Fund will be used to support pilot work on short board replenishment of charging facilities in the county, and will be jointly funded by the local authorities to support related expenditure such as construction, operation, transformation of the distribution network and energy information management of the pilot county public charging facilities, and will not be used for such work as the construction of centralized public charging stations under other national-level charging facility construction applications promotion or pilot demonstration projects, the construction of centralized dedicated charging stations, the sharing of community public charging facilities, and the operation of charging networks.",0.15384615384615385
"
",The first is,0.25
"  《通知》还提到，进一步加强县域充换电设施与农村公路等交通基础设施及其沿线配套设施的衔接，拓展应用场景，并统筹考虑新增公共充换电设施与既有设施的空间布局，避免重复建设，有效提升利用率
","The notification also mentioned that further strengthening the connection of the county's charging facilities to transport infrastructure such as rural roads and alongside support facilities, expanding the application scenario, and taking into account the overall consideration of new public charging facilities and the spatial layout of existing facilities to avoid rebuilding and effectively increase utilization.",0.07692307692307693
"试点县可研究适当增加电动重卡充换电设施，支持重卡加快电动化
",Pilot counties can study the appropriate increase in electric heavy-duty charging facilities to support heavy-duty electrification.,0.7777777777777778
"（记者刘垠）  依据《通知》，中央财政奖励资金专项用于支持县域充换电设施补短板试点工作，由地方统筹用于支持试点县公共充换电设施建设、运营，配电网改造以及能源信息管理等相关支出，不得用于其他国家级充换电设施建设应用推广或试点示范等项目支持下的集中式公共充换电场站建设、集中式专用充换电场站建设、社区公共充换电设施共享，以及充换电网络建设运营等工作
","(Reporter: J.M.) According to the notification, the special financial incentive funds for the Central Financial Aid Fund will be used to support pilot work on short board replenishment of charging facilities in the county, and will be jointly funded by the local authorities to support related expenditure such as construction, operation, transformation of the distribution network and energy information management of the pilot county public charging facilities, and will not be used for such work as the construction of centralized public charging stations under other national-level charging facility construction applications promotion or pilot demonstration projects, the construction of centralized dedicated charging stations, the sharing of community public charging facilities, and the operation of charging networks.",0.15384615384615385
"  《通知》还鼓励两个及以上的县联合申报试点，并作为整体共同完成试点任务及考核等相关工作，联合试点县占用一个试点县名额
","The Joint Pilot Counties also encourage two or more counties to jointly declare and as a whole to jointly complete pilot missions and audits, and to occupy one pilot county.",0.125
"同时，试点县应因地制宜积极探索换电、光储充、全液冷等新技术新模式应用
","At the same time, pilot counties should actively explore the application of new technologies such as electricity exchange, light storage, and full liquid cooling.",0.7272727272727273
"
",The first is,0.25
"  “展望当前和今后一个时期，我国发展面临的内外环境仍然复杂严峻，外部环境变化带来的不利影响加深，国内经济运行面临有效需求不足等问题挑战，这是我国推进高质量发展、产业向中高端迈进过程中的阵痛，是发展中、前进中的问题
","The current and future development environment in China is still complex and severe, the negative effects of external environmental changes are deepening, domestic economic operations face challenges such as insufficient demand for effective operations, which is a pain in China's progress towards high-quality development, industrial progress towards the middle and high end, and are developing and moving forward.",0.05263157894736842
"”盛来运说，总的看，我国发展面临的机遇与挑战并存，但有利条件多于不利因素，发展基础稳、优势多、韧性强、潜能大，长期向好的支撑条件和基本趋势没有变，高质量发展的大势没有变，发展的“时”与“势”依然占优
","In general, opportunities and challenges for development exist, but the favorable conditions outweigh the disadvantages, the development base is stable, the advantages are many, the resilience is strong, the potential is great, the long-term support conditions and the basic trends towards good have not changed, the high-quality development has not changed, the trend of growth and growth are still positive.",0.7391304347826086
"
",The first is,0.25
"  上市公司财务造假严重损害投资者利益
",The financial counterfeiting of publicly traded companies has seriously damaged investors' interests.,0.125
"我会将从严从快查处各类造假行为，强化行政、民事、刑事立体追责
","I will be strictly and swiftly investigating all forms of counterfeiting and will strengthen administrative, civil and criminal accountability.",0.5555555555555556
"对于触及重大违法强制退市情形的上市公司，将严格执行退市制度，坚决出清此类“害群之马”，让造假者付出惨痛代价
","The listing companies that have touched on a major illegal forced demarcation situation will be strictly enforced, and will be determined to clear the horns of such harmful groups, and will pay a terrible price to counterfeiters.",0.6
"
",The first is,0.25
"  四川的春天，不止绿了山水，也催着人们加快脚步，去迎接新一年的风雨和希望
","In Sichuan, spring is not only green, but also encourages people to step up and welcome the new year's wind and hope.",0.125
"（卢宥伊 张雅雯 吴晓颖）
","(Ryu Yi, Zhang Yao, Xiaojie)",1.0
"　　在本次人文对话交流会上，新华社国家高端智库发布了《以文明交流互鉴推动人类文明发展进步》智库报告
","At the Human Dialogue Exchange, the National High-End Think tank of Xinhua Agency released the Human Dialogue and Civilization Exchange Report on the Progress of Human Civilization.",0.1111111111111111
"
",The first is,0.25
"  会议还研究了其他事项
",The meeting also discussed other issues.,0.2
"
",The first is,0.25
"  “如果这一区域曾存在海洋，那么，现在可能有大量水分以地下冰的形式被封存，为未来火星基地的水资源利用提供了可能
","If the area had been oceanic, there could now be a large amount of water contained in the form of ground ice, which could be used for future Mars bases.",0.06666666666666667
"”方广有说
",The Chinese government has been widely quoted as saying:,0.6666666666666666
"（记者张泉）
",(Reporter Zhang Quo),0.6666666666666666
"在深化改革创新的推动下，东风汽车不断激发发展活力，提高组织运营效率
","With the push for deepening reform and innovation, East Wind Cars continues to stimulate the dynamism of development and improve the efficiency of organizational operations.",0.7777777777777778
"公司通过加强自主研发、优化产品结构、拓展海外市场等方式，不断提升自身的竞争力和市场地位
","The company has been continuously improving its competitiveness and market position by strengthening its autonomous R&D, optimizing its product structure, expanding its overseas markets, and more.",0.6666666666666666
"同时，东风汽车还注重人才培养和团队建设，打造了一支高素质、专业化的队伍
","At the same time, East Wind also focuses on talent development and team building, creating a high-quality, professional team.",0.875
"这支队伍以创新的思维和严谨的态度，通过自身努力，持续推动东风汽车的发展壮大
","The team, with its innovative thinking and rigorous approach, continues to drive the development of East Wind through its own efforts.",0.7777777777777778
"（文/刘牧平）除了以上四个方面的“跃”系列行动外，东风汽车还注重深化内部管理改革和创新
","In addition to the four-part Jump-Up series of actions, East Wind also focuses on deepening internal management reform and innovation.",0.7777777777777778
"公司通过优化组织架构、完善治理体系、加强人才培养和团队建设等方式，提高组织运营效率和管理水平
","The company improves its operational efficiency and management by optimizing its organizational structure, improving governance, strengthening talent and team building.",0.7
"同时，东风汽车还注重企业文化建设和价值观引领，营造积极向上的企业氛围和文化环境
","At the same time, East Wind Automobile also focuses on building corporate culture and values to lead, creating a positive corporate atmosphere and cultural environment.",1.0
"在零部件领域，东风汽车实施了“跃创工程”
","In the area of parts, East Wind Car has implemented a leapfrog engineering project.",0.7142857142857143
"公司通过加强零部件的研发和生产投入、优化供应链管理等方式，提高零部件的质量和性能
","The company has improved the quality and performance of its parts by strengthening its R&D and production inputs, optimizing supply chain management and other ways.",0.7777777777777778
"同时，东风汽车还注重零部件的国际化发展，推动零部件在全球市场的销售和服务
","At the same time, East Wind also focuses on the international development of parts, promoting the sale and service of parts in global markets.",0.7
"
",The first is,0.25
"  “下一步，中心将围绕灵活就业人员缴存范围、缴存方式、取用政策、配套措施等重点内容出台专门方案，将灵活就业人员切实纳入住房公积金制度保障范围
","The Centre will launch a special programme focusing on the scope, method of depositing, use of policies, support measures and other topics to integrate flexible workers into the housing reserve system.",0.1
"”兰州住房公积金管理中心相关负责人说
",The head of the Housing and Banking Administration Center in Portland said:,0.625
"（记者 李建广 施 钰 赵帅杰 吴 君）
","(Reporter Li Jiangsheng, Zhang Jiang, and Zhang Jiang)",0.5
"  “如果这一区域曾存在海洋，那么，现在可能有大量水分以地下冰的形式被封存，为未来火星基地的水资源利用提供了可能
","If the area had been oceanic, there could now be a large amount of water contained in the form of ground ice, which could be used for future Mars bases.",0.06666666666666667
"”方广有说
",The Chinese government has been widely quoted as saying:,0.6666666666666666
"（记者张泉）  “这种大规模的多层倾斜沉积结构只有在持久稳定的大型水体环境中才能形成，而不仅仅是局部、短暂的融水现象
","(Reporter Zhang Quo) This large-scale multi-layer sloping sedimentation structure can only be formed in a stable large-scale aquatic environment, not just a local, short-lived meltwater phenomenon.",0.6666666666666666
"”方广有说，研究结果还显示，火星曾长期温暖湿润，中低纬度区域可能曾长期维持适宜液态水存在的温度和气压条件，这表明火星曾经可能是宜居的
","The researchers also suggest that Mars has been warm and humid for a long time, and that low- and medium-density regions may have maintained temperatures and air pressures that are suitable for liquid water, suggesting that Mars may have been habitable.",0.5
"
",The first is,0.25
"在深化改革创新的推动下，东风汽车不断激发发展活力，提高组织运营效率
","With the push for deepening reform and innovation, East Wind Cars continues to stimulate the dynamism of development and improve the efficiency of organizational operations.",0.7777777777777778
"公司通过加强自主研发、优化产品结构、拓展海外市场等方式，不断提升自身的竞争力和市场地位
","The company has been continuously improving its competitiveness and market position by strengthening its autonomous R&D, optimizing its product structure, expanding its overseas markets, and more.",0.6666666666666666
"同时，东风汽车还注重人才培养和团队建设，打造了一支高素质、专业化的队伍
","At the same time, East Wind also focuses on talent development and team building, creating a high-quality, professional team.",0.875
